0,1,2,3,4,5,6,7,8,9,10
frankfurter,bottled beer,domestic eggs,,,,,,,,
sausage,specialty bar,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
frozen vegetables,chicken,,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
whole milk,frozen fish,,,,,,,,,
pork,yogurt,,,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
newspapers,hard cheese,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
instant coffee,butter,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
white bread,photo/film,,,,,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
frankfurter,dishes,,,,,,,,,
chocolate marshmallow,other vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
butter,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,detergent,bottled beer,,,,,,,,
whole milk,pot plants,,,,,,,,,
liquor (appetizer),hard cheese,yogurt,,,,,,,,
waffles,beverages,,,,,,,,,
pastry,bottled water,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
pork,rolls/buns,,,,,,,,,
red/blush wine,pork,,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
candy,frozen meals,,,,,,,,,
curd,canned beer,,,,,,,,,
pet care,pastry,red/blush wine,,,,,,,,
napkins,margarine,,,,,,,,,
yogurt,frozen meals,frozen vegetables,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
curd,light bulbs,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
chicken,whole milk,butter,soda,,,,,,,
brown bread,white wine,,,,,,,,,
ice cream,yogurt,,,,,,,,,
butter milk,margarine,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
canned beer,root vegetables,soda,,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
ham,whole milk,,,,,,,,,
white bread,root vegetables,,,,,,,,,
domestic eggs,frozen vegetables,curd,,,,,,,,
beef,root vegetables,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
sausage,dessert,,,,,,,,,
hygiene articles,margarine,,,,,,,,,
other vegetables,dog food,,,,,,,,,
coffee,butter,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
beverages,root vegetables,candles,,,,,,,,
frozen meals,frozen potato products,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
cream cheese ,margarine,dish cleaner,,,,,,,,
ice cream,grapes,,,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
other vegetables,sausage,,,,,,,,,
long life bakery product,waffles,,,,,,,,,
condensed milk,domestic eggs,,,,,,,,,
beef,bottled water,,,,,,,,,
jam,house keeping products,,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
tropical fruit,sweet spreads,,,,,,,,,
onions,curd,,,,,,,,,
sausage,sausage,bottled beer,spread cheese,,,,,,,
meat,coffee,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
chocolate,pasta,,,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
chicken,pastry,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,
meat,oil,,,,,,,,,
pork,soda,,,,,,,,,
packaged fruit/vegetables,margarine,napkins,,,,,,,,
chicken,yogurt,,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
onions,berries,,,,,,,,,
ham,other vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
pastry,bottled water,,,,,,,,,
chocolate,whipped/sour cream,baking powder,frozen vegetables,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
beef,ice cream,,,,,,,,,
onions,specialty vegetables,,,,,,,,,
other vegetables,sliced cheese,canned vegetables,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
pastry,root vegetables,,,,,,,,,
newspapers,fruit/vegetable juice,specialty chocolate,,,,,,,,
shopping bags,napkins,,,,,,,,,
frozen meals,onions,frozen vegetables,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
chicken,domestic eggs,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
pastry,root vegetables,,,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
cereals,sugar,,,,,,,,,
root vegetables,onions,,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
rolls/buns,canned beer,,,,,,,,,
canned beer,yogurt,bottled water,,,,,,,,
liver loaf,waffles,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
citrus fruit,flour,,,,,,,,,
whole milk,soda,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
onions,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
salty snack,salty snack,canned fish,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
whole milk,coffee,,,,,,,,,
frankfurter,canned beer,pastry,yogurt,,,,,,,
frozen potato products,soda,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
bottled water,dessert,,,,,,,,,
newspapers,brown bread,,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
ham,chicken,,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
frankfurter,frozen dessert,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
pastry,frozen fish,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
pastry,dessert,,,,,,,,,
coffee,softener,,,,,,,,,
soda,yogurt,,,,,,,,,
yogurt,beverages,,,,,,,,,
rice,dish cleaner,,,,,,,,,
curd,dessert,,,,,,,,,
beef,brown bread,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
chicken,pasta,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
pork,yogurt,margarine,,,,,,,,
sausage,brown bread,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
whole milk,soda,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
citrus fruit,light bulbs,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
curd,waffles,,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
soda,beverages,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
onions,dish cleaner,,,,,,,,,
pastry,liqueur,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
tropical fruit,hamburger meat,,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
red/blush wine,curd,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
root vegetables,white bread,,,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
bottled water,specialty bar,,,,,,,,,
butter,photo/film,,,,,,,,,
ham,whole milk,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
berries,other vegetables,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
pastry,shopping bags,,,,,,,,,
pork,whole milk,,,,,,,,,
pork,beef,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chicken,onions,,,,,,,,,
bottled beer,instant coffee,,,,,,,,,
coffee,root vegetables,,,,,,,,,
sausage,frozen meals,,,,,,,,,
salty snack,bottled water,,,,,,,,,
tropical fruit,grapes,ice cream,sweet spreads,,,,,,,
curd,yogurt,,,,,,,,,
grapes,root vegetables,other vegetables,,,,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
yogurt,soda,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
waffles,pudding powder,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
specialty chocolate,cat food,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
whole milk,margarine,,,,,,,,,
canned beer,flour,,,,,,,,,
meat,butter milk,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
spread cheese,pork,,,,,,,,,
sausage,whole milk,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
ketchup,specialty chocolate,,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
tropical fruit,whole milk,sweet spreads,,,,,,,,
canned beer,berries,bottled water,,,,,,,,
hard cheese,rolls/buns,white wine,,,,,,,,
yogurt,yogurt,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
other vegetables,skin care,,,,,,,,,
chocolate,soda,,,,,,,,,
berries,processed cheese,,,,,,,,,
yogurt,oil,,,,,,,,,
soda,beverages,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
tropical fruit,soda,,,,,,,,,
ham,butter milk,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
yogurt,margarine,long life bakery product,coffee,,,,,,,
bottled water,red/blush wine,,,,,,,,,
white wine,Instant food products,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
sliced cheese,newspapers,dog food,fruit/vegetable juice,rolls/buns,butter,hygiene articles,yogurt,,,
napkins,brown bread,,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
yogurt,other vegetables,,,,,,,,,
other vegetables,butter,,,,,,,,,
frankfurter,mustard,,,,,,,,,
white wine,misc. beverages,chewing gum,,,,,,,,
domestic eggs,soda,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
coffee,cat food,,,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
canned fish,soda,,,,,,,,,
butter,bottled water,,,,,,,,,
coffee,sausage,shopping bags,specialty bar,red/blush wine,,,,,,
photo/film,bottled water,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
tropical fruit,dessert,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
turkey,ham,whole milk,citrus fruit,pastry,soda,,,,,
whole milk,onions,,,,,,,,,
brown bread,pet care,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
canned beer,sausage,onions,canned beer,,,,,,,
herbs,grapes,,,,,,,,,
domestic eggs,brown bread,detergent,,,,,,,,
tropical fruit,soda,,,,,,,,,
root vegetables,shopping bags,salty snack,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
other vegetables,dessert,,,,,,,,,
cat food,napkins,fruit/vegetable juice,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
beverages,curd,,,,,,,,,
grapes,long life bakery product,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
canned beer,curd,,,,,,,,,
butter,soda,,,,,,,,,
curd,domestic eggs,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter,frozen meals,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
pork,specialty chocolate,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
pip fruit,soda,,,,,,,,,
yogurt,coffee,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
beverages,yogurt,,,,,,,,,
bottled water,long life bakery product,soda,,,,,,,,
soda,whole milk,,,,,,,,,
pork,soda,yogurt,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
pork,domestic eggs,,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
dessert,long life bakery product,berries,sausage,grapes,frozen meals,candy,soda,,,
chewing gum,newspapers,newspapers,,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
rolls/buns,root vegetables,bottled beer,yogurt,pickled vegetables,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
whole milk,UHT-milk,,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
bottled water,frankfurter,dessert,root vegetables,,,,,,,
canned vegetables,other vegetables,,,,,,,,,
salty snack,white wine,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
sausage,berries,soda,yogurt,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
other vegetables,pastry,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
bottled beer,soda,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
specialty bar,margarine,,,,,,,,,
dessert,napkins,long life bakery product,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whole milk,beef,,,,,,,,,
sausage,root vegetables,,,,,,,,,
bottled beer,berries,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
citrus fruit,cling film/bags,fruit/vegetable juice,,,,,,,,
curd,photo/film,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
onions,long life bakery product,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
pork,brown bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
pork,yogurt,,,,,,,,,
rolls/buns,margarine,soda,,,,,,,,
beef,pastry,whole milk,,,,,,,,
sausage,whole milk,,,,,,,,,
UHT-milk,beverages,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
frankfurter,butter,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
curd,soda,,,,,,,,,
other vegetables,shopping bags,salty snack,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
meat,other vegetables,margarine,,,,,,,,
soda,bottled water,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
citrus fruit,soda,,,,,,,,,
bottled beer,rolls/buns,herbs,UHT-milk,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
beef,hamburger meat,,,,,,,,,
root vegetables,candles,,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
frozen vegetables,bottled beer,,,,,,,,,
soda,candles,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
napkins,bags,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
pastry,meat,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
waffles,yogurt,,,,,,,,,
tropical fruit,bottled beer,UHT-milk,root vegetables,,,,,,,
pork,salty snack,,,,,,,,,
soda,instant coffee,,,,,,,,,
beef,pastry,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,coffee,,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
tropical fruit,cat food,,,,,,,,,
hamburger meat,tropical fruit,soda,,,,,,,,
yogurt,napkins,,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
whole milk,soda,,,,,,,,,
berries,candy,rolls/buns,,,,,,,,
pip fruit,whole milk,,,,,,,,,
root vegetables,meat,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
tropical fruit,whole milk,long life bakery product,,,,,,,,
whole milk,bottled beer,,,,,,,,,
hygiene articles,chicken,,,,,,,,,
bottled water,curd,domestic eggs,yogurt,newspapers,,,,,,
tropical fruit,root vegetables,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
turkey,white bread,,,,,,,,,
turkey,salt,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
bottled water,Instant food products,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
white bread,shopping bags,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
hygiene articles,tea,,,,,,,,,
misc. beverages,spread cheese,,,,,,,,,
yogurt,pet care,,,,,,,,,
pastry,yogurt,,,,,,,,,
citrus fruit,curd,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
pork,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,pip fruit,coffee,,,,,,,,
other vegetables,pot plants,,,,,,,,,
pork,pip fruit,,,,,,,,,
berries,waffles,,,,,,,,,
ice cream,curd,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
frozen meals,dessert,,,,,,,,,
root vegetables,soda,,,,,,,,,
condensed milk,curd,,,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
root vegetables,margarine,,,,,,,,,
butter,whole milk,,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
root vegetables,grapes,soda,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
pip fruit,specialty bar,long life bakery product,,,,,,,,
bottled water,chocolate,,,,,,,,,
ice cream,onions,,,,,,,,,
frozen meals,pastry,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
yogurt,seasonal products,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
liquor (appetizer),chocolate,soda,,,,,,,,
whole milk,waffles,,,,,,,,,
butter milk,margarine,,,,,,,,,
grapes,other vegetables,,,,,,,,,
pork,other vegetables,yogurt,shopping bags,soft cheese,detergent,,,,,
butter milk,yogurt,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
sausage,other vegetables,,,,,,,,,
brown bread,tropical fruit,sugar,,,,,,,,
whole milk,spread cheese,,,,,,,,,
pip fruit,pastry,,,,,,,,,
yogurt,pasta,bottled water,,,,,,,,
butter milk,soda,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,baking powder,shopping bags,,,,,,,,
pork,root vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,soda,,,,,,,,,
sugar,seasonal products,,,,,,,,,
onions,pork,,,,,,,,,
chicken,bottled water,,,,,,,,,
condensed milk,whole milk,other vegetables,soups,,,,,,,
preservation products,soups,,,,,,,,,
white bread,nuts/prunes,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
curd,curd,rolls/buns,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
ham,napkins,,,,,,,,,
tropical fruit,flour,,,,,,,,,
tropical fruit,soda,,,,,,,,,
ham,canned beer,soups,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
candles,chewing gum,,,,,,,,,
seasonal products,oil,liquor (appetizer),cookware,,,,,,,
pip fruit,seasonal products,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,coffee,female sanitary products,,,,,,,,
butter milk,soda,seasonal products,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
frozen fish,soda,vinegar,,,,,,,,
soda,other vegetables,soda,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
butter,butter milk,,,,,,,,,
pip fruit,bottled beer,margarine,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
dessert,photo/film,,,,,,,,,
bottled water,red/blush wine,onions,brown bread,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
pastry,shopping bags,sugar,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
other vegetables,oil,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
whipped/sour cream,beef,,,,,,,,,
other vegetables,margarine,,,,,,,,,
sausage,pip fruit,soda,curd,waffles,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
cat food,yogurt,bottled beer,pastry,,,,,,,
onions,oil,,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
frankfurter,ham,white wine,detergent,popcorn,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
